Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,64 - Pool-PT Admin/Supp,$634 ,$844 ,$634 ,$474 ,$634 ,$844 ,$634 ,$792 ,$844 ,$528 ,$528 ,$528 ,$677 ,$894 ,$686 ,$526 ,$678 ,$895 ,$696 ,$841 ,"$5,669 ",$554 ,$529 ,$542 ,$579 ,"$1,111 ",$847 ,$780 ,$892 ,"$1,689 ","$2,203 ","$1,960 ","$1,893 ",,,,$295 ,$487 ,$904 ,$767 ,$0 ,$443 ,$751 ,$666 ,$588 ,$46 ,$0 ,$216 
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,65 - Staff Benefits,$678 ,$685 ,$678 ,$673 ,$678 ,$685 ,$678 ,$683 ,$685 ,$675 ,$675 ,$674 ,$693 ,$700 ,$694 ,$689 ,$693 ,$701 ,$694 ,$698 ,$700 ,$690 ,$689 ,$689 ,$469 ,$600 ,$603 ,$614 ,$605 ,$633 ,$645 ,$639 ,$635 ,,,,$610 ,$617 ,$630 ,$626 ,$601 ,$614 ,$629 ,$623 ,$620 ,$602 ,$600 ,$605 
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,66 - Pool-Other Employee Benefits,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$42 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$43 ,$42 ,$36 ,$37 ,$45 ,$45 ,$54 ,$55 ,$48 ,$47 ,$47 ,,,,$43 ,$44 ,$44 ,$44 ,$51 ,$52 ,$45 ,$44 ,$44 ,$43 ,$43 ,$43 
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,7,73 - Pool-Other Oper,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$50 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,61 - Pool Faculty,"$10,210 ","$11,308 ","$11,856 ","$8,928 ","$12,176 ","$12,863 ","$12,521 ","$14,580 ","$12,176 ","$7,281 ","$7,098 ","$6,676 ","$10,497 ","$11,630 ","$12,213 ","$9,250 ","$12,463 ","$13,150 ","$12,808 ","$15,006 ","$12,602 ","$7,568 ","$7,402 ","$6,975 ","$6,120 ","$6,120 ","$10,888 ","$10,888 ","$6,120 ","$6,120 ","$7,710 ","$9,299 ","$7,710 ",,,,"$12,385 ","$13,910 ","$15,435 ","$13,910 ","$14,597 ","$6,000 ","$7,526 ","$9,051 ","$9,051 ","$6,000 ","$6,128 ","$6,255 "
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,62 - Pool-PT Faculty,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$438 ,$739 ,$782 ,$712 ,$575 ,$438 ,$613 ,$520 ,$590 ,$549 ,$438 ,$438 ,$438 ,"$3,616 ","$3,616 ","$2,027 ","$2,027 ",$438 ,"$4,372 ","$4,108 ","$3,843 ","$2,140 ",,,,"$2,618 ","$3,381 ","$4,143 ","$2,509 ",$656 ,"$2,598 ","$3,195 ","$3,793 ","$3,793 ",$438 ,$438 ,$438 
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,63 - Pool-FT Admin/Supp,"$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,331 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,325 ","$8,331 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ","$8,492 ",,,,"$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 ","$8,326 "
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,65 - Staff Benefits,"$2,886 ","$3,056 ","$3,141 ","$2,687 ","$3,191 ","$3,297 ","$3,244 ","$3,563 ","$3,191 ","$2,432 ","$2,404 ","$2,339 ","$2,942 ","$3,114 ","$3,198 ","$2,739 ","$3,238 ","$3,349 ","$3,293 ","$3,619 ","$3,245 ","$2,479 ","$2,452 ","$2,377 ","$2,135 ","$2,576 ","$2,603 ","$2,604 ","$2,241 ","$2,438 ","$2,474 ","$2,530 ","$2,382 ",,,,"$3,337 ","$3,467 ","$3,596 ","$3,443 ","$3,379 ","$2,349 ","$2,492 ","$2,595 ","$2,592 ","$2,284 ","$2,288 ","$2,286 "
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,66 - Pool-Other Employee Benefits,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$84 ,$94 ,$93 ,$8 ,$8 ,$39 ,$103 ,$56 ,$15 ,$11 ,,,,$20 ,$60 ,$100 ,$58 ,$64 ,$19 ,$54 ,$96 ,$96 ,$8 ,$8 ,$8 
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,7,71 - Pool-Services,$0 ,$0 ,$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,"$2,000 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$685 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,7,73 - Pool-Other Oper,"$5,000 ",$0 ,"$1,000 ","$2,000 ",$0 ,$0 ,"$3,000 ",$0 ,"$2,000 ",$0 ,$0 ,"$3,000 ","$2,880 ",$0 ,"$1,000 ","$2,000 ","$15,000 ",$0 ,"$3,000 ","($7,500)",$0 ,$0 ,$0 ,"$3,000 ",$0 ,$0 ,$7 ,"$1,388 ",$0 ,$0 ,$0 ,$0 ,$952 ,,,,$0 ,$91 ,$0 ,$0 ,$0 ,$0 ,$203 ,"$7,939 ","$3,628 ","$2,516 ",($482),"$1,655 "
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,7,74 - Pool-Monthly Chgs,$5 ,$5 ,$2 ,$1 ,$1 ,$1 ,$2 ,$5 ,$10 ,$5 ,$3 ,$5 ,$5 ,$5 ,$2 ,$1 ,$1 ,$1 ,$2 ,$5 ,$10 ,$5 ,$3 ,$5 ,$0 ,$4 ,($4),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 
VPI,Cypress Center,Mathematics,F10 - Operating,0502100301 - Mathematics,6,61 - Pool Faculty,"$12,639 ","$12,891 ","$13,017 ","$12,345 ","$12,429 ","$12,513 ","$12,471 ","$12,723 ","$12,429 ","$13,437 ","$13,185 ","$12,603 ","$12,891 ","$13,143 ","$13,269 ","$12,588 ","$12,759 ","$12,747 ","$12,705 ","$13,005 ","$12,711 ","$13,767 ","$13,515 ","$12,928 ","$13,371 ","$13,371 ","$13,371 ","$13,371 ","$16,299 ","$12,273 ","$12,639 ","$12,639 ","$12,273 ",,,,"$6,328 ","$6,328 ","$6,328 ","$5,828 ","$7,428 ","$13,248 ","$13,248 ","$13,248 ","$13,248 ","$14,473 ","$13,773 ","$15,173 "
VPI,Cypress Center,Mathematics,F10 - Operating,0502100301 - Mathematics,6,62 - Pool-PT Faculty,"$4,368 ","$5,040 ","$4,872 ","$2,520 ",$126 ,"$3,402 ","$3,402 ","$3,654 ","$2,016 ",$0 ,$0 ,$0 ,"$3,276 ","$3,818 ","$3,692 ","$1,909 ",$126 ,"$3,457 ","$3,457 ","$3,709 ","$2,043 ",$0 ,$0 ,$1 ,"$2,196 ","$2,745 ","$2,772 ","$2,745 ",$0 ,$0 ,"$1,098 ","$2,196 ","$1,098 ",,,,$0 ,"$1,575 ","$3,150 ","$1,575 ",$0 ,$525 ,$945 ,"$1,365 ","$1,365 ",$0 ,$0 ,$0 
VPI,Cypress Center,Mathematics,F10 - Operating,0502100301 - Mathematics,6,65 - Staff Benefits,"$2,090 ","$2,149 ","$2,164 ","$1,989 ","$1,930 ","$2,042 ","$2,035 ","$2,082 ","$1,987 ","$2,083 ","$2,044 ","$1,953 ","$2,128 ","$2,188 ","$2,203 ","$2,027 ","$1,970 ","$2,081 ","$2,074 ","$2,122 ","$2,026 ","$2,123 ","$2,084 ","$1,981 ","$1,755 ","$2,213 ","$1,996 ","$2,042 ","$2,049 ","$1,839 ","$1,878 ","$1,917 ","$1,856 ",,,,$766 ,$815 ,$863 ,$788 ,$826 ,"$1,963 ","$1,984 ","$1,993 ","$1,991 ","$2,014 ","$1,974 ","$2,045 "
VPI,Cypress Center,Mathematics,F10 - Operating,0502100301 - Mathematics,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$21 ,$22 ,$22 ,$19 ,$49 ,$20 ,$19 ,$21 ,$19 ,,,,$8 ,$11 ,$14 ,$10 ,$23 ,$22 ,$18 ,$19 ,$19 ,$17 ,$17 ,$17 
VPI,Cypress Center,Mathematics,F10 - Operating,0502100301 - Mathematics,7,74 - Pool-Monthly Chgs,$3 ,$3 ,$3 ,$5 ,$3 ,$3 ,$3 ,$3 ,$5 ,$3 ,$3 ,$5 ,$3 ,$3 ,$3 ,$5 ,$3 ,$3 ,$3 ,$3 ,$5 ,$3 ,$3 ,$5 ,$13 ,$4 ,$11 ,$0 ,$2 ,$10 ,$0 ,$9 ,$1 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Music,F10 - Operating,0502101502 - Music,6,62 - Pool-PT Faculty,"$1,092 ","$1,260 ","$1,218 ",$630 ,$42 ,"$1,134 ","$1,134 ","$1,218 ",$672 ,$0 ,$0 ,$0 ,"$1,119 ","$1,311 ","$1,293 ",$668 ,$138 ,"$1,161 ","$1,161 ","$1,245 ",$686 ,$0 ,$0 ,$2 ,"$1,098 ","$1,098 ","$1,098 ","$1,098 ",$0 ,$627 ,$627 ,$627 ,$314 ,,,,"$1,050 ","$2,100 ","$2,100 ","$1,050 ","$2,100 ","$1,400 ","$1,120 ",$840 ,$840 ,$0 ,$0 ,$0 
VPI,Cypress Center,Music,F10 - Operating,0502101502 - Music,6,65 - Staff Benefits,$33 ,$38 ,$37 ,$19 ,$1 ,$34 ,$34 ,$37 ,$20 ,$0 ,$0 ,$0 ,$34 ,$40 ,$39 ,$20 ,$4 ,$35 ,$35 ,$38 ,$20 ,$0 ,$0 ,$0 ,$62 ,$62 ,$62 ,$62 ,$0 ,$35 ,$35 ,$35 ,$18 ,,,,$58 ,$116 ,$116 ,$58 ,$116 ,$77 ,$62 ,$46 ,$46 ,$0 ,$0 ,$0 
VPI,Cypress Center,Music,F10 - Operating,0502101502 - Music,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$2 ,$1 ,$0 ,$0 ,$1 ,$1 ,$1 ,$1 ,,,,$2 ,$4 ,$3 ,$0 ,$4 ,$3 ,$2 ,$2 ,$2 ,$0 ,$0 ,$0 
VPI,Cypress Center,Philosophy,F10 - Operating,0502100902 - Philosophy,6,62 - Pool-PT Faculty,$546 ,$630 ,$609 ,$315 ,$21 ,$567 ,$567 ,$609 ,$336 ,$0 ,$0 ,$0 ,$546 ,$654 ,$657 ,$339 ,$21 ,$567 ,$567 ,$657 ,$384 ,$0 ,$0 ,$0 ,"$1,098 ","$1,098 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,"$1,050 ","$1,050 ",$0 ,$0 ,$0 ,"$1,400 ",$700 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Philosophy,F10 - Operating,0502100902 - Philosophy,6,65 - Staff Benefits,$16 ,$19 ,$18 ,$9 ,$1 ,$17 ,$17 ,$18 ,$10 ,$0 ,$0 ,$0 ,$16 ,$20 ,$19 ,$10 ,$1 ,$17 ,$17 ,$19 ,$11 ,$0 ,$0 ,$1 ,$34 ,$34 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$32 ,$32 ,$0 ,$0 ,$0 ,$43 ,$21 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Philosophy,F10 - Operating,0502100902 - Philosophy,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$2 ,$2 ,$0 ,$0 ,$0 ,$3 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Philosophy,F10 - Operating,0502100902 - Philosophy,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 ,$2 ,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$0 ,$2 ,$0 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Poli Science,F10 - Operating,0502101805 - Poli Science,6,61 - Pool Faculty,"$6,522 ","$6,648 ","$6,711 ","$6,375 ","$6,039 ","$6,039 ","$6,039 ","$6,039 ","$6,039 ","$6,921 ","$6,795 ","$6,499 ","$6,643 ","$6,793 ","$6,880 ","$6,520 ","$6,256 ","$6,160 ","$6,160 ","$6,208 ","$6,208 ","$7,138 ","$6,916 ","$6,617 ","$6,160 ","$6,160 ","$8,356 ","$8,356 ","$8,356 ","$6,160 ","$6,709 ","$7,258 ","$6,709 ",,,,"$6,039 ","$7,089 ","$8,139 ","$7,089 ","$8,139 ","$6,039 ","$6,459 ","$6,879 ","$6,879 ","$8,139 ","$6,039 ","$6,039 "
VPI,Cypress Center,Poli Science,F10 - Operating,0502101805 - Poli Science,6,62 - Pool-PT Faculty,"$4,914 ","$5,670 ","$5,481 ","$2,835 ",$126 ,"$3,402 ","$3,402 ","$3,654 ","$2,016 ",$714 ,$861 ,$525 ,"$2,954 ","$3,406 ","$3,301 ","$1,703 ",$126 ,"$3,539 ","$3,539 ","$3,839 ","$2,133 ",$778 ,$893 ,$525 ,"$2,745 ","$2,745 ","$3,843 ","$3,843 ",$0 ,"$5,438 ","$3,974 ","$2,510 ","$1,255 ",,,,"$4,200 ","$5,775 ","$7,350 ","$3,675 ",$0 ,"$2,450 ","$2,590 ","$2,730 ","$2,730 ","$1,400 ",$700 ,$0 
VPI,Cypress Center,Poli Science,F10 - Operating,0502101805 - Poli Science,6,65 - Staff Benefits,"$1,158 ","$1,201 ","$1,205 ","$1,073 ",$940 ,"$1,038 ","$1,038 ","$1,046 ",$997 ,"$1,094 ","$1,079 ","$1,023 ","$1,184 ","$1,229 ","$1,233 ","$1,097 ",$962 ,"$1,061 ","$1,061 ","$1,072 ","$1,021 ","$1,118 ","$1,099 ","$1,038 ",$777 ,$920 ,"$1,035 ","$1,052 ",$861 ,$979 ,$941 ,$911 ,$823 ,,,,"$1,290 ","$1,438 ","$1,585 ","$1,353 ","$1,232 ","$1,239 ","$1,271 ","$1,283 ","$1,281 ","$1,308 ",$787 ,$744 
VPI,Cypress Center,Poli Science,F10 - Operating,0502101805 - Poli Science,6,66 - Pool-Other Employee Benefits,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$1 ,$10 ,$10 ,$12 ,$10 ,$25 ,$20 ,$16 ,$13 ,$11 ,,,,$11 ,$12 ,$11 ,$9 ,$25 ,$15 ,$13 ,$14 ,$14 ,$11 ,$10 ,$8 
VPI,Cypress Center,Poli Science,F10 - Operating,0502101805 - Poli Science,7,74 - Pool-Monthly Chgs,$5 ,$5 ,$5 ,$10 ,$5 ,$1 ,$2 ,$5 ,$5 ,$1 ,$0 ,$2 ,$5 ,$5 ,$5 ,$10 ,$5 ,$1 ,$2 ,$5 ,$5 ,$1 ,$0 ,$2 ,$3 ,$2 ,$2 ,$0 ,$7 ,$0 ,$0 ,$3 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Psychology,F10 - Operating,0502102101 - Psychology,6,62 - Pool-PT Faculty,"$1,638 ","$1,890 ","$1,827 ",$945 ,$84 ,"$2,268 ","$2,268 ","$2,436 ","$1,344 ",$0 ,$0 ,$0 ,"$2,812 ","$3,256 ","$3,175 ","$1,640 ",$84 ,"$2,323 ","$2,347 ","$2,563 ","$1,371 ",$64 ,$32 ,$1 ,"$2,196 ","$2,196 ","$3,294 ","$3,294 ","$2,196 ","$1,882 ","$2,980 ","$4,078 ","$2,039 ",,,,"$2,100 ","$3,150 ","$2,100 ","$1,050 ",$0 ,"$2,800 ","$2,240 ","$1,680 ","$1,680 ","$1,400 ",$700 ,$0 
VPI,Cypress Center,Psychology,F10 - Operating,0502102101 - Psychology,6,65 - Staff Benefits,$49 ,$57 ,$55 ,$28 ,$3 ,$68 ,$68 ,$73 ,$40 ,$0 ,$0 ,$0 ,$51 ,$60 ,$59 ,$30 ,$3 ,$70 ,$70 ,$77 ,$41 ,$2 ,$1 ,$0 ,$95 ,$95 ,$157 ,$157 ,$124 ,$106 ,$168 ,$229 ,$115 ,,,,$64 ,$96 ,$193 ,$58 ,$0 ,$154 ,$113 ,$72 ,$72 ,$77 ,$39 ,$0 
VPI,Cypress Center,Psychology,F10 - Operating,0502102101 - Psychology,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$2 ,$2 ,$2 ,$4 ,$4 ,$6 ,$8 ,$4 ,,,,$2 ,$2 ,$0 ,$0 ,$0 ,$6 ,$4 ,$3 ,$3 ,$3 ,$0 ,$0 
VPI,Cypress Center,Psychology,F10 - Operating,0502102101 - Psychology,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$1 ,$0 ,$0 ,$1 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Sftwr/Prog/Scrty,F10 - Operating,0502150302 - Sftwr/Prog/Scrty,6,62 - Pool-PT Faculty,$910 ,"$1,050 ","$1,015 ",$525 ,$70 ,"$1,890 ","$1,890 ","$2,030 ","$1,120 ",$0 ,$0 ,$0 ,$990 ,"$1,130 ","$1,015 ",$525 ,$70 ,"$1,890 ","$1,890 ","$2,110 ","$1,200 ",$0 ,$0 ,$0 ,"$1,830 ","$1,830 ",$0 ,$0 ,$0 ,"$2,440 ","$1,220 ",$0 ,$0 ,,,,"$1,750 ","$1,750 ",$0 ,$0 ,$0 ,"$2,333 ","$1,867 ","$1,400 ","$1,400 ",$0 ,$0 ,$0 
VPI,Cypress Center,Sftwr/Prog/Scrty,F10 - Operating,0502150302 - Sftwr/Prog/Scrty,6,65 - Staff Benefits,$27 ,$32 ,$30 ,$16 ,$2 ,$57 ,$57 ,$61 ,$34 ,$0 ,$0 ,$0 ,$29 ,$34 ,$30 ,$16 ,$2 ,$57 ,$57 ,$63 ,$36 ,$0 ,$0 ,$2 ,$56 ,$56 ,$0 ,$0 ,$0 ,$74 ,$37 ,$0 ,$0 ,,,,$96 ,$96 ,$0 ,$0 ,$0 ,$71 ,$57 ,$43 ,$43 ,$0 ,$0 ,$0 
VPI,Cypress Center,Sftwr/Prog/Scrty,F10 - Operating,0502150302 - Sftwr/Prog/Scrty,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$4 ,$0 ,$0 ,$0 ,$0 ,$5 ,$2 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$4 ,$3 ,$3 ,$0 ,$0 ,$0 
VPI,Cypress Center,Sociology,F10 - Operating,0502102102 - Sociology,6,62 - Pool-PT Faculty,"$1,638 ","$1,890 ","$1,827 ",$945 ,$84 ,"$2,268 ","$2,268 ","$2,436 ","$1,344 ",$714 ,$861 ,$525 ,"$3,303 ","$3,831 ","$3,729 ","$1,928 ",$84 ,"$2,295 ","$2,295 ","$2,511 ","$1,406 ",$778 ,$965 ,$647 ,"$2,745 ","$2,745 ","$3,843 ","$3,843 ",$0 ,"$1,464 ","$1,281 ","$1,098 ",$549 ,,,,"$1,650 ","$2,700 ","$2,700 ","$1,350 ",$0 ,"$1,400 ","$1,960 ","$2,520 ","$2,520 ","$2,800 ","$2,100 ","$1,400 "
VPI,Cypress Center,Sociology,F10 - Operating,0502102102 - Sociology,6,65 - Staff Benefits,$49 ,$57 ,$55 ,$28 ,$3 ,$68 ,$68 ,$73 ,$40 ,$21 ,$26 ,$16 ,$50 ,$59 ,$57 ,$29 ,$3 ,$69 ,$69 ,$75 ,$42 ,$23 ,$29 ,$19 ,$112 ,$154 ,$188 ,$72 ,$0 ,$82 ,$72 ,$62 ,$31 ,,,,$65 ,$108 ,$134 ,$67 ,$0 ,$77 ,$87 ,$97 ,$97 ,$120 ,$81 ,$43 
VPI,Cypress Center,Sociology,F10 - Operating,0502102102 - Sociology,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$5 ,$2 ,$3 ,$2 ,$0 ,$3 ,$3 ,$2 ,$1 ,,,,$3 ,$5 ,$3 ,$0 ,$0 ,$3 ,$4 ,$5 ,$5 ,$6 ,$4 ,$3 
VPI,Cypress Center,Sociology,F10 - Operating,0502102102 - Sociology,7,74 - Pool-Monthly Chgs,$0 ,$0 ,$0 ,$5 ,$0 ,$0 ,$0 ,$0 ,$5 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$5 ,$0 ,$0 ,($8),$0 ,$5 ,$0 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
VPI,Cypress Center,Speech,F10 - Operating,0502101201 - Speech,6,62 - Pool-PT Faculty,"$1,092 ","$1,260 ","$1,218 ",$630 ,$105 ,"$2,835 ","$2,835 ","$3,045 ","$1,680 ",$714 ,$861 ,$525 ,"$1,693 ","$1,969 ","$1,930 ",$996 ,$105 ,"$2,917 ","$2,917 ","$3,175 ","$1,769 ",$778 ,$893 ,$526 ,"$1,098 ","$1,098 ","$1,098 ","$1,098 ",$0 ,"$2,510 ","$3,059 ","$3,608 ","$1,804 ",,,,"$1,650 ","$2,700 ","$2,700 ","$1,350 ","$2,100 ","$1,925 ","$2,065 ","$2,205 ","$2,205 ","$4,200 ","$2,100 ",$0 
VPI,Cypress Center,Speech,F10 - Operating,0502101201 - Speech,6,65 - Staff Benefits,$33 ,$38 ,$37 ,$19 ,$3 ,$85 ,$85 ,$91 ,$50 ,$21 ,$26 ,$16 ,$35 ,$40 ,$40 ,$21 ,$3 ,$87 ,$87 ,$95 ,$53 ,$23 ,$27 ,$16 ,$34 ,$34 ,$34 ,$34 ,$0 ,$93 ,$124 ,$154 ,$77 ,,,,$50 ,$97 ,$97 ,$49 ,$116 ,$72 ,$76 ,$80 ,$80 ,$197 ,$98 ,$0 
VPI,Cypress Center,Speech,F10 - Operating,0502101201 - Speech,6,66 - Pool-Other Employee Benefits,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$2 ,$2 ,$2 ,$2 ,$0 ,$5 ,$6 ,$7 ,$4 ,,,,$3 ,$4 ,$3 ,$2 ,$4 ,$4 ,$4 ,$4 ,$4 ,$8 ,$4 ,$0 
