Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrOrigYrTotal,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrAdjYrTotal,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,CurrYrActualsYrTotal,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug,PrevYrActualsYrTotal
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,6,66 - Pool-Other Employee Benefits,266,266,266,266,266,266,266,266,266,266,266,266,3192,266,266,266,266,266,266,266,266,266,266,266,266,3192,205,206,197,197,248,224,216,207,206,217.77777777777777,218.9777777777778,220.17777777777778,1907,257,253,257,261,306,287,268,250,250,253,206,188,3037
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,7,72 - Pool-Travel,0,0,0,100,0,0,100,0,0,50,50,0,300,0,0,0,100,0,0,100,0,0,50,50,0,300,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,7,73 - Pool-Other Oper,500,0,0,200,200,0,500,0,0,0,0,200,1600,500,0,0,200,1500,1300,500,0,0,0,0,200,4200,0,0,0,552,0,0,1992,0,182,649.5555555555555,718.8888888888889,788.2222222222223,2727,0,0,0,0,0,0,0,0,0,316,24,443,783
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,7,74 - Pool-Monthly Chgs,10,0,0,5,5,0,10,5,0,0,0,15,50,10,0,0,5,5,0,10,5,0,0,0,15,50,0,1,-1,0,0,0,11,4,0,4.416666666666667,4.966666666666668,5.5166666666666675,15,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Develop English,F10 - Operating,0502100002 - Develop English,6,62 - Pool-PT Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Develop English,F10 - Operating,0502100002 - Develop English,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Develop English,F10 - Operating,0502100002 - Develop English,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Develop English,F10 - Operating,0502100002 - Develop English,7,74 - Pool-Monthly Chgs,0,0,0,0,2,0,2,0,2,0,0,0,6,0,0,0,0,2,0,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Develop Math,F10 - Operating,0502100302 - Develop Math,6,61 - Pool Faculty,966,1218,1344,672,0,0,0,0,0,882,756,462,6300,1009,1261,1387,702,16,43,43,43,30,994,868,576,6972,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,7545,7545,7545,6945,8445,0,0,0,0,0,0,0,38027
VPI,Cypress Center,Develop Math,F10 - Operating,0502100302 - Develop Math,6,62 - Pool-PT Faculty,3822,4410,4263,2205,161,4347,4347,4669,2576,0,0,0,30800,2376,2712,2628,1356,161,4402,4402,4724,2603,0,0,0,25364,2196,1647,1647,1647,0,0,0,0,0,-762.5000000000005,-1073.6000000000004,-1384.7000000000003,7137,4600,4600,4600,2300,0,4025,4025,4025,4025,0,0,0,32200
VPI,Cypress Center,Develop Math,F10 - Operating,0502100302 - Develop Math,6,65 - Staff Benefits,264,321,336,170,5,130,130,140,77,137,117,72,1899,271,328,343,173,5,133,133,143,78,140,120,78,1945,135,118,118,118,0,0,0,0,0,-49.66666666666666,-70.46666666666667,-91.26666666666668,489,1469,1470,1471,1300,1265,197,228,222,220,-2,-2,-4,7834
VPI,Cypress Center,Develop Math,F10 - Operating,0502100302 - Develop Math,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,4,3,2,1,0,0,0,0,0,-1.3888888888888893,-1.8888888888888893,-2.38888888888889,11,17,17,17,13,25,8,8,8,8,0,0,0,123
VPI,Cypress Center,Develop Math,F10 - Operating,0502100302 - Develop Math,7,74 - Pool-Monthly Chgs,2,2,3,2,3,2,3,2,3,2,2,3,29,2,2,3,2,3,2,3,2,3,2,2,3,29,1,2,-1,0,1,1,0,1,1,0.6666666666666666,0.6666666666666665,0.6666666666666665,5,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,6,61 - Pool Faculty,14207,14963,15341,13325,13577,13829,13703,14459,13577,11309,11309,11316,160915,14508,15264,15642,13589,13803,14165,14017,14750,13836,11535,11607,11618,164334,11536,11536,14144,14144,11536,11536,13457,15379,13457,14238.694444444445,14492.544444444446,14746.394444444446,116723,11310,13016,14022,12316,11310,11310,12657,14005,14005,11310,12360,13410,151027
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,6,62 - Pool-PT Faculty,7644,8820,8526,4410,210,5670,5670,6090,3360,0,0,0,50400,3578,4109,4247,2135,210,5889,5889,6309,3470,0,0,1,35837,4392,4392,6588,6588,0,5856,6222,6588,3294,4941.0,4953.2,4965.400000000001,43920,5400,8550,7500,3750,0,5600,5320,5040,5040,0,0,0,46200
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,6,65 - Staff Benefits,2431,2584,2634,2198,2111,2314,2294,2424,2205,1753,1753,1754,26455,2477,2631,2689,2241,2146,2359,2339,2468,2244,1788,1790,1792,26964,1878,2350,2331,2380,1984,2180,2284,2408,2193,2315.8888888888887,2334.8888888888887,2353.8888888888887,19988,2228,2411,2426,2226,2058,2227,2311,2365,2362,2056,2111,2161,26941
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,19,17,17,17,40,41,29,30,23,34.47222222222223,36.18888888888889,37.90555555555556,231,27,30,21,17,39,41,27,27,27,17,17,17,305
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,7,71 - Pool-Services,0,0,500,0,0,0,500,0,0,0,0,0,1000,0,5720,500,0,6720,0,500,0,0,0,0,0,13440,0,0,0,0,0,0,0,0,6720,2986.666666666667,3434.666666666667,3882.666666666667,6720,0,0,0,0,0,0,0,0,6720,0,0,6160,12880
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,7,73 - Pool-Other Oper,400,0,400,0,0,400,0,0,400,0,0,0,1600,0,0,0,0,0,1960,0,0,0,0,0,0,1960,0,0,0,0,0,1960,0,-1960,0,-326.6666666666668,-392.00000000000017,-457.3333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,7,74 - Pool-Monthly Chgs,2,1,12,2,4,1,2,1,4,1,3,1,34,2,1,12,2,4,1,2,1,4,1,3,1,34,0,0,0,0,1,0,0,0,0,0.1111111111111111,0.1111111111111111,0.11111111111111112,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Drafting,F10 - Operating,0502150905 - Drafting,7,76 - Pool-Other Exp,0,0,0,0,0,0,0,106,0,0,0,0,106,0,0,0,0,0,0,0,106,0,0,0,0,106,0,99,0,0,0,0,0,0,0,-13.750000000000007,-18.700000000000003,-23.650000000000006,99,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Drama,F10 - Operating,0502101506 - Drama,6,62 - Pool-PT Faculty,546,630,609,315,21,567,567,609,336,0,0,0,4200,546,654,657,339,117,567,567,657,384,96,0,0,4584,25,0,1098,1098,2196,1464,732,0,0,695.9444444444445,688.1777777777778,680.4111111111112,6613,0,525,1050,525,2100,0,420,840,840,2100,700,1389,10489
VPI,Cypress Center,Drama,F10 - Operating,0502101506 - Drama,6,65 - Staff Benefits,16,19,18,9,1,17,17,18,10,0,0,0,125,16,20,19,10,4,17,17,19,11,3,0,1,137,1,0,62,62,124,82,41,0,0,39.16666666666667,38.733333333333334,38.3,372,0,75,163,82,265,0,67,133,133,265,25,75,1281
VPI,Cypress Center,Drama,F10 - Operating,0502101506 - Drama,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,1.3055555555555554,1.3888888888888888,1.472222222222222,9,0,4,9,4,17,0,4,7,7,13,0,0,65
VPI,Cypress Center,Economics,F10 - Operating,0502101802 - Economics,6,62 - Pool-PT Faculty,2730,3150,3045,1575,126,3402,3402,3654,2016,1428,1722,1050,27300,2856,3292,3187,1646,126,3539,3539,3839,2133,1492,1898,1193,28740,3294,3294,2196,2196,2196,4392,5490,6588,3294,5215.5,5526.6,5837.700000000001,32940,3450,3450,2400,1200,0,3500,3220,2940,2940,1400,3500,5600,33600
VPI,Cypress Center,Economics,F10 - Operating,0502101802 - Economics,6,65 - Staff Benefits,82,95,91,47,4,102,102,110,60,43,52,32,820,86,99,95,49,4,106,106,116,64,45,57,36,863,72,72,38,124,67,199,232,266,133,241.08333333333334,262.5666666666667,284.05000000000007,1202,120,120,88,44,0,120,111,103,103,77,141,205,1231
VPI,Cypress Center,Economics,F10 - Operating,0502101802 - Economics,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,9,11,13,7,12.333333333333334,13.733333333333334,15.133333333333333,48,5,3,0,0,0,7,6,6,6,3,7,8,51
VPI,Cypress Center,Economics,F10 - Operating,0502101802 - Economics,7,74 - Pool-Monthly Chgs,0,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,3,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Education,F10 - Operating,0502102702 - Education,6,62 - Pool-PT Faculty,10920,12600,12180,6300,273,7371,7371,7917,4368,1428,1722,1050,73500,11256,13219,12823,6622,273,7661,7701,8263,4553,1626,1888,1167,77052,10980,10980,12078,12078,0,10248,8967,7686,3843,4666.499999999998,3891.7999999999975,3117.0999999999985,76860,11550,16932,10500,5250,-132,11200,8960,6720,6720,4900,2800,2800,88200
VPI,Cypress Center,Education,F10 - Operating,0502102702 - Education,6,65 - Staff Benefits,328,378,365,189,8,221,221,238,131,43,52,32,2206,338,397,384,199,8,230,231,248,137,49,57,35,2313,713,776,907,861,-1,738,679,623,311,402.4999999999999,358.3999999999999,314.29999999999995,5606,672,1030,785,373,-1,842,626,404,393,169,204,302,5799
VPI,Cypress Center,Education,F10 - Operating,0502102702 - Education,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,31,29,0,28,26,29,14,18.083333333333336,16.96666666666667,15.850000000000001,213,37,52,34,17,0,52,33,19,19,10,9,13,295
VPI,Cypress Center,Education,F10 - Operating,0502102702 - Education,7,74 - Pool-Monthly Chgs,2,0,0,2,2,0,0,2,2,1,1,2,14,2,0,0,2,2,0,0,2,2,1,1,2,14,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,6,61 - Pool Faculty,6088,6340,6466,5794,5122,5122,5122,5122,5122,5122,5122,5127,65669,6260,6552,6648,5936,5224,5224,5224,5377,5377,5224,5302,5311,67659,5225,5225,7857,7857,5225,5225,5225,5225,5225,5151.888888888889,5020.288888888888,4888.688888888888,52288,5122,5694,6266,5694,5122,5122,5332,5542,5542,5997,5560,5122,66118
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,6,62 - Pool-PT Faculty,438,438,438,438,438,438,438,438,438,438,438,438,5256,256,228,235,333,438,438,438,438,438,438,438,438,4556,438,438,438,438,438,438,438,438,438,438.0,438.0,438.0,3938,438,438,438,438,438,438,438,438,438,438,438,438,5250
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,6,65 - Staff Benefits,957,996,1015,911,807,807,807,807,807,807,807,808,10336,975,1015,1033,928,823,823,823,828,828,823,825,825,10549,925,1224,1225,1256,1077,1088,1078,1082,1077,1091.3333333333333,1086.6666666666667,1082.0,10033,1112,1145,1176,1146,1111,1110,1133,1137,1135,1158,1132,1103,13599
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,8,20,15,8,8,8,10.694444444444443,10.81111111111111,10.927777777777777,92,8,8,8,8,20,15,8,8,8,8,8,8,117
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,7,73 - Pool-Other Oper,250,0,250,0,0,250,0,250,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Electronics Tech,F10 - Operating,0502150907 - Electronics Tech,7,74 - Pool-Monthly Chgs,1,2,4,2,1,1,2,2,2,1,2,2,22,1,2,4,2,1,1,2,2,2,1,2,2,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,6,61 - Pool Faculty,6703,6955,7081,6409,6619,6717,6668,6962,6619,5737,5737,5742,77949,6851,7135,7276,6572,6750,6859,6799,7173,6830,5882,5914,5830,79871,5852,5852,6602,6602,6602,4352,5834,7316,6584,6471.833333333333,6530.733333333334,6589.633333333333,55597,5737,6500,7263,6500,5737,5737,5877,7172,6787,5737,5854,5971,74874
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,6,62 - Pool-PT Faculty,438,438,438,438,438,438,438,438,438,438,438,438,5256,438,438,438,438,438,438,438,438,438,438,438,438,5256,438,438,438,438,438,438,438,438,438,438.0,438.0,438.0,3938,438,438,438,438,438,438,438,438,438,438,438,438,5250
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,6,65 - Staff Benefits,1052,1091,1111,1007,1039,1054,1047,1092,1039,902,902,903,12239,1071,1110,1131,1026,1057,1072,1065,1112,1059,920,921,925,12469,928,1226,1122,1153,1122,1133,1122,1167,1121,1169.4722222222222,1179.0555555555557,1188.638888888889,10095,1130,1173,1215,1174,1129,1128,1147,1211,1188,1128,1133,1134,13890
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,8,8,8,8,23,12,8,8,8,10.444444444444443,10.51111111111111,10.577777777777776,92,8,8,8,8,21,14,8,8,8,8,8,8,117
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,7,73 - Pool-Other Oper,250,0,250,0,0,250,0,250,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Engineering Technology,F10 - Operating,0502150911 - Engineering Technology,7,74 - Pool-Monthly Chgs,1,2,4,2,1,1,2,2,2,1,2,2,22,1,2,4,2,1,1,2,2,2,1,2,2,22,0,3,-1,0,2,7,0,1,0,1.583333333333333,1.633333333333333,1.6833333333333331,12,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,English,F10 - Operating,0502100001 - English,6,61 - Pool Faculty,13719,13845,13908,12972,12414,13656,13635,13761,13014,14500,14248,13670,163342,13959,14109,14196,13236,12750,13896,13875,14049,13302,14900,14520,13919,166711,13951,13532,14630,14003,16670,12278,12278,12278,12278,12137.305555555557,11855.922222222223,11574.53888888889,121896,12037,13612,13874,12824,14137,12037,12037,12037,12037,16237,13437,12737,157042
VPI,Cypress Center,English,F10 - Operating,0502100001 - English,6,62 - Pool-PT Faculty,8736,10080,9744,5040,210,5670,5670,6090,3360,2142,2583,1575,60900,2921,3598,3459,1417,-518,5185,5185,5797,2943,1474,2027,987,34475,3294,3294,1098,1098,0,0,0,0,0,-1220.0,-1659.2000000000007,-2098.4000000000005,8784,9900,9150,7500,3750,0,7000,6440,5880,5880,-900,700,1400,56700
VPI,Cypress Center,English,F10 - Operating,0502100001 - English,6,65 - Staff Benefits,2389,2448,2448,2162,1930,2287,2284,2316,2118,2312,2286,2166,27146,2437,2503,2502,2208,1970,2331,2328,2367,2165,2356,2329,2212,27708,2033,2506,2208,2194,2189,1973,1956,1962,1954,1885.5833333333335,1841.0333333333333,1796.4833333333333,18976,2477,2491,2478,2239,2159,2315,2300,2164,2238,2227,2219,2056,27363
VPI,Cypress Center,English,F10 - Operating,0502100001 - English,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,24,19,18,17,50,19,17,17,17,19.166666666666668,18.6,18.03333333333333,197,33,23,17,17,45,38,29,28,28,16,19,20,312
VPI,Cypress Center,English,F10 - Operating,0502100001 - English,7,74 - Pool-Monthly Chgs,5,2,2,5,5,2,5,2,5,2,2,5,42,5,2,2,5,5,2,5,2,5,2,2,5,42,4,15,-12,0,0,0,0,0,0,-2.3055555555555562,-2.9222222222222234,-3.5388888888888905,7,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Environ Science,F10 - Operating,0502102406 - Environ Science,6,62 - Pool-PT Faculty,1092,1260,1218,630,0,0,0,0,0,0,0,0,4200,1147,1315,1273,657,0,0,0,0,0,0,0,0,4392,2196,2196,0,0,0,0,1098,2196,1098,793.0,756.4000000000001,719.8000000000001,8784,2100,2100,0,0,0,2800,1400,0,0,0,0,0,8400
VPI,Cypress Center,Environ Science,F10 - Operating,0502102406 - Environ Science,6,65 - Staff Benefits,33,38,37,19,0,0,0,0,0,0,0,0,127,35,40,39,20,0,0,0,0,0,0,0,-1,133,124,124,0,0,0,0,62,124,62,44.777777777777786,42.711111111111116,40.64444444444445,494,116,116,0,0,0,154,77,0,0,0,0,0,462
VPI,Cypress Center,Environ Science,F10 - Operating,0502102406 - Environ Science,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,2,2.666666666666667,3.000000000000001,3.333333333333334,10,4,4,0,0,0,6,3,0,0,0,0,0,16
VPI,Cypress Center,Geology,F10 - Operating,0502102401 - Geology,6,62 - Pool-PT Faculty,1092,1260,1218,630,42,1134,1134,1218,672,0,0,0,8400,1147,1315,1273,657,42,1134,1134,1314,768,0,0,0,8784,0,0,2196,2196,0,1255,1255,1255,627,1263.5,1321.0,1378.5,8784,0,1050,2100,1050,0,0,840,1680,1680,0,0,0,8400
VPI,Cypress Center,Geology,F10 - Operating,0502102401 - Geology,6,65 - Staff Benefits,33,38,37,19,1,34,34,37,20,0,0,0,253,35,40,39,20,1,34,34,40,23,0,0,-1,265,0,0,124,129,0,71,71,71,35,71.41666666666666,74.56666666666666,77.71666666666667,499,0,58,116,58,0,0,46,92,92,0,0,0,462
VPI,Cypress Center,Geology,F10 - Operating,0502102401 - Geology,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,3,3,3,1,2.9444444444444446,3.311111111111112,3.677777777777779,9,0,2,0,0,0,0,2,3,3,0,0,0,10
VPI,Cypress Center,History,F10 - Operating,0502101804 - History,6,61 - Pool Faculty,6403,6529,6592,6256,6298,6340,6319,6445,6298,7684,7432,6849,79445,6537,6679,6742,6390,6416,6485,6464,6590,6430,7898,7598,7021,81250,6353,6666,6666,6666,6039,6666,6666,6666,6353,6526.777777777777,6526.777777777777,6526.777777777777,58741,6270,6620,6620,6270,5920,6445,6445,6445,6445,5920,6620,7320,77345
VPI,Cypress Center,History,F10 - Operating,0502101804 - History,6,62 - Pool-PT Faculty,3822,4410,4263,2205,231,6237,6237,6699,3696,1428,1722,1050,42000,2883,3264,3164,1632,231,6319,6319,6925,3881,1492,1850,1148,39108,4392,4392,0,0,0,627,1725,2823,1412,662.0555555555557,452.8888888888887,243.72222222222217,15372,5850,6375,1650,825,0,5600,3640,1680,1680,1400,2100,2800,33600
VPI,Cypress Center,History,F10 - Operating,0502101804 - History,6,65 - Staff Benefits,1107,1144,1150,1036,983,1170,1167,1200,1087,1234,1204,1093,13575,1130,1166,1173,1056,1001,1191,1188,1226,1111,1257,1227,1120,13846,957,1180,917,938,882,944,971,1007,943,932.5833333333333,924.9,917.2166666666666,8740,1151,1175,1046,980,912,1147,1088,974,993,954,1032,1107,12558
VPI,Cypress Center,History,F10 - Operating,0502101804 - History,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,16,10,8,8,20,15,12,14,11,13.249999999999998,13.366666666666665,13.483333333333333,115,18,14,9,9,20,26,16,12,12,11,12,11,170
VPI,Cypress Center,History,F10 - Operating,0502101804 - History,7,74 - Pool-Monthly Chgs,2,0,0,2,0,2,0,0,2,0,0,2,10,2,0,0,2,0,2,0,0,2,0,0,2,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Humanities,F10 - Operating,0502100901 - Humanities,6,62 - Pool-PT Faculty,0,0,0,0,21,567,567,609,336,0,0,0,2100,0,0,0,0,21,567,567,609,336,0,0,0,2100,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Humanities,F10 - Operating,0502100901 - Humanities,6,65 - Staff Benefits,0,0,0,0,1,17,17,18,10,0,0,0,63,0,0,0,0,1,17,17,18,10,0,0,0,63,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Kinesiology,F10 - Operating,0502102703 - Kinesiology,6,62 - Pool-PT Faculty,546,630,609,315,21,567,567,609,336,0,0,0,4200,573,657,636,329,21,576,576,618,341,64,80,49,4520,1098,1098,0,0,0,1464,732,0,0,91.49999999999989,12.199999999999818,-67.10000000000025,4392,1050,1050,0,0,0,1400,700,0,0,1400,1400,1400,8400
VPI,Cypress Center,Kinesiology,F10 - Operating,0502102703 - Kinesiology,6,65 - Staff Benefits,16,19,18,9,1,17,17,18,10,0,0,0,125,17,20,19,9,1,17,17,18,10,2,2,3,135,34,34,0,0,0,45,22,0,0,2.583333333333332,0.10000000000000142,-2.383333333333333,134,32,32,0,0,0,43,21,0,0,116,77,-9,312
VPI,Cypress Center,Kinesiology,F10 - Operating,0502102703 - Kinesiology,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,3,1,0,0,0.8611111111111112,0.9444444444444446,1.027777777777778,4,0,0,0,0,0,3,1,0,0,1,0,0,5
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,63 - Pool-FT Admin/Supp,4253,4253,4253,4253,4253,4253,4253,4253,4253,4253,4253,4249,51032,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338,4335,52053,4338,4338,4338,4338,4338,4338,4338,4338,4338,4338.0,4338.0,4338.0,39039,4253,4253,4253,4253,4253,4253,4253,4253,4253,4253,4253,4253,51032
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,64 - Pool-PT Admin/Supp,634,844,634,474,634,844,634,792,844,528,528,528,7918,677,894,686,526,678,895,696,841,5669,554,529,542,13187,579,1111,847,780,892,1689,2203,1960,1893,2280.2222222222226,2470.6222222222223,2661.022222222222,11954,295,487,904,767,0,443,751,666,588,46,0,216,5165
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,65 - Staff Benefits,678,685,678,673,678,685,678,683,685,675,675,674,8147,693,700,694,689,693,701,694,698,700,690,689,689,8330,469,600,603,614,605,633,645,639,635,678.4444444444445,693.1777777777778,707.9111111111112,5444,610,617,630,626,601,614,629,623,620,602,600,605,7379
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,6,66 - Pool-Other Employee Benefits,43,43,43,43,43,43,43,43,43,43,43,42,515,43,43,43,43,43,43,43,43,43,43,43,42,515,36,37,45,45,54,55,48,47,47,53.5,55.0,56.5,415,43,44,44,44,51,52,45,44,44,43,43,43,539
VPI,Cypress Center,Learning Commons,F10 - Operating,0502000006 - Learning Commons,7,73 - Pool-Other Oper,0,0,0,25,0,0,0,0,25,0,0,0,50,0,0,0,25,0,0,0,0,25,0,0,0,50,0,0,0,0,0,0,50,0,0,13.88888888888889,15.555555555555557,17.22222222222222,50,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,61 - Pool Faculty,10210,11308,11856,8928,12176,12863,12521,14580,12176,7281,7098,6676,127673,10497,11630,12213,9250,12463,13150,12808,15006,12602,7568,7402,6975,131564,6120,6120,10888,10888,6120,6120,7710,9299,7710,8283.861111111111,8363.411111111112,8442.961111111112,70975,12385,13910,15435,13910,14597,6000,7526,9051,9051,6000,6128,6255,120245
VPI,Cypress Center,Manufact Tech,F10 - Operating,0502150903 - Manufact Tech,6,62 - Pool-PT Faculty,438,438,438,438,438,438,438,438,438,438,438,438,5256,739,782,712,575,438,613,520,590,549,438,438,438,6832,3616,3616,2027,2027,438,4372,4108,3843,2140,3016.6666666666665,3038.0666666666666,3059.4666666666667,26185,2618,3381,4143,2509,656,2598,3195,3793,3793,438,438,438,27999
